Student ID,School,Gender,Class level,Parental educational level,Week1_attendance,Week2_attendance,Week3_attendance,Week4_attendance,Week5_attendance,Week6_attendance,Week7_attendance,Week8_attendance,Week9_attendance,Week10_attendance,Week11_attendance,Week12_attendance,Week13_attendance,Week14_attendance,Semester 1 average,Semester 2 average,Semester difference,Household income level,Family dropout history,Child labor involvement,Travel time to school,Mode of transport,Teacher relationship quality,Peer relationship quality,Extra-curricular activities,Section,Household income level (standardized),Travel time to school (minutes),grade_number,stream_letter,subgroup,level_prefix,long_commute_flag,long_walk_flag,attendance_rate,low_attendance_weeks,academic_domain,attendance_domain,income_score,family_dropout_penalty,child_labor_penalty,socioeconomic_domain,teacher_rel_score,peer_rel_score,has_extracurricular,engagement_domain,accessibility_domain,cluster,dropout_risk
65,Weweso MA,Female,5B,Tertiary,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.75,1.0,52.14,60.5,8.36,3,Yes,No,60 minutes,Public transport,Poor,Good,Arts & Performance,,High,60,5,B,,,0,0,0.8678571428571429,1,46.728,86.78571428571429,100,-30.0,0.0,70.0,0,100,100,60.0,80.0,1,High
66,Ayeduase RC,Female,5B2,Tertiary,0.4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,52.06,3.38,-48.68,3,Not sure,Sometimes,30 minutes,Walking,Average,Good,Academic/Clubs,,High,30,5,B,2.0,,0,0,0.8142857142857143,3,22.176000000000002,81.42857142857143,100,,,44.26929392446634,50,100,100,80.0,90.0,0,Medium
67,Shining Star Preparatory,Male,4A,JHS,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.66,62.63,10.97000000000001,2,Yes,Yes,10 minutes,Public transport,Good,Good,Arts & Performance,Kofi Annan,Average,10,4,A,,,0,0,0.9857142857142858,0,47.91000000000001,98.57142857142858,50,-30.0,-30.0,0.0,100,100,100,100.0,96.66666666666667,2,Low
68,Shining Star Preparatory,Male,7B3,SHS,1.0,1.0,1.0,1.0,0.8,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,61.5,2.51,-58.99,1,Yes,No,12 minutes,Private transport,Good,Good,Arts & Performance,Kwegyir Aggrey,Low,12,7,B,3.0,,0,0,0.8250000000000001,2,25.604000000000003,82.5,0,-30.0,0.0,0.0,100,100,100,100.0,96.0,0,Medium
69,Weweso MA,Female,JHS 1,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.75,56.21,9.02,-47.19,2,No,Yes,5 Minutes,Public transport,Average,Good,Arts & Performance,,Average,5,7,,,JHS,0,0,0.9678571428571429,0,26.092000000000002,96.78571428571429,50,0.0,-30.0,20.0,50,100,100,80.0,98.33333333333333,0,Medium
70,Shining Star Preparatory,Male,4,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.4,1.0,1.0,52.38,5.83,-46.55,3,Yes,Yes,24 minutes,Private transport,Average,Good,Arts & Performance,Kofi Annan,High,24,4,,,,0,0,0.8571428571428573,2,23.284000000000002,85.71428571428574,100,-30.0,-30.0,40.0,50,100,100,80.0,92.0,0,Medium
71,Shining Star Preparatory,Male,5,JHS,1.0,1.0,0.25,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,52.67,78.88,26.20999999999999,1,No,No,30 minutes,Walking,Poor,Good,Arts & Performance,Kofi Annan,Low,30,5,,,,0,0,0.875,2,57.862,87.5,0,0.0,0.0,0.0,0,100,100,60.0,90.0,2,Low
72,Shining Star Preparatory,Male,JHS 1,Tertiary,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.6,1.0,0.6,52.38,85.29,32.91,2,Not sure,Yes,3 minutes,Public transport,Good,Good,Academic/Clubs,Kofi Annan,Average,3,7,,,JHS,0,0,0.8392857142857143,1,61.65000000000001,83.92857142857143,50,,-30.0,44.26929392446634,100,100,100,100.0,99.0,2,Low
73,Shining Star Preparatory,Male,4,JHS,1.0,1.0,0.4,1.0,1.0,0.8,1.0,1.0,0.2,0.8,1.0,1.0,0.25,0.0,51.53,4.91,-46.62,2,No,Sometimes,30mins,Walking,Average,Good,Passive screen time,Kwame Nkrumah,Average,30,4,,,,0,0,0.7464285714285716,4,22.576,74.64285714285715,50,0.0,,44.26929392446634,50,100,100,80.0,90.0,1,High
74,Weweso MA,Male,4B,SHS,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,No,Sometimes,30 minutes,Private transport,Good,Good,Arts & Performance,,Low,30,4,B,,,0,0,0.8392857142857143,2,0.0,83.92857142857143,0,0.0,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
75,Ayeduase RC,Male,7B3,Tertiary,1.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,51.0,56.53,5.530000000000001,1,No,No,50min,Public transport,Good,Good,Arts & Performance,,Low,50,7,B,3.0,,0,0,0.9142857142857144,1,44.118,91.42857142857143,0,0.0,0.0,0.0,100,100,100,100.0,83.33333333333333,2,Low
76,Weweso MA,Male,4,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.2,1.0,52.06,62.36,10.3,1,Yes,No,30 minutes,Walking,Good,Average,Arts & Performance,,Low,30,4,,,,0,0,0.8928571428571429,1,47.828,89.28571428571429,0,-30.0,0.0,0.0,100,50,100,80.0,90.0,2,Low
77,Shining Star Preparatory,Female,4A,Tertiary,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.95,62.18,10.23,2,Yes,Yes,15min,Public transport,Average,Good,Arts & Performance,Kofi Annan,Average,15,4,A,,,0,0,0.9285714285714286,1,47.698,92.85714285714286,50,-30.0,-30.0,0.0,50,100,100,80.0,95.0,2,Low
78,Weweso MA,Male,JHS 1,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.25,0.8,52.97,74.29,21.32000000000001,3,Not sure,Yes,6 minutes,Walking,Good,Good,,,High,6,7,,,JHS,0,0,0.9035714285714286,1,55.16800000000001,90.35714285714286,100,,-30.0,44.26929392446634,100,100,0,80.0,98.0,2,Low
79,Shining Star Preparatory,Male,JHS 2,Tertiary,1.0,0.2,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47.91,81.13,33.22,1,Not sure,No,30min,Private transport,Poor,Good,Arts & Performance,Kofi Annan,Low,30,8,,,JHS,0,0,0.8571428571428571,2,58.26,85.71428571428571,0,,0.0,44.26929392446634,0,100,100,60.0,90.0,2,Low
80,Shining Star Preparatory,Male,JHS 2,SHS,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,36.6,85.58,48.98,3,No,No,30 minutes,Walking,Good,Good,Arts & Performance,Kofi Annan,High,30,8,,,JHS,0,0,0.8285714285714285,3,58.668,82.85714285714285,100,0.0,0.0,100.0,100,100,100,100.0,90.0,2,Low
81,Shining Star Preparatory,Male,5B1,Tertiary,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.66,82.65,30.99000000000001,2,No,Sometimes,30 minutes,Walking,Average,Good,Arts & Performance,Kofi Annan,Average,30,5,B,1.0,,0,0,0.8571428571428571,2,59.922000000000004,85.71428571428571,50,0.0,,44.26929392446634,50,100,100,80.0,90.0,2,Low
82,Ayeduase RC,Male,4A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,1.0,1.0,60.44,7.23,-53.20999999999999,3,Yes,No,30 minutes,Walking,Good,Good,Academic/Clubs,,High,30,4,A,,,0,0,0.9571428571428572,0,27.068,95.71428571428572,100,-30.0,0.0,70.0,100,100,100,100.0,90.0,0,Medium
83,Shining Star Preparatory,Female,4,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1.0,36.1,75.56,39.46,2,No,No,40 minutes,Public transport,Good,Good,Arts & Performance,Kofi Annan,Average,40,4,,,,0,0,0.9464285714285714,0,52.556000000000004,94.64285714285714,50,0.0,0.0,50.0,100,100,100,100.0,86.66666666666667,2,Low
84,Weweso MA,Male,5B,JHS,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.75,7.63,-44.12,3,No,Yes,9min,Walking,Average,Good,Sports,,High,9,5,B,,,0,0,0.9285714285714286,1,23.752000000000002,92.85714285714286,100,0.0,-30.0,70.0,50,100,100,80.0,97.0,0,Medium
85,Ayeduase RC,Male,4B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.25,1.0,53.18,77.7,24.52,3,No,No,9min,Public transport,Poor,Good,Arts & Performance,,High,9,4,B,,,0,0,0.9178571428571428,1,57.256,91.78571428571428,100,0.0,0.0,100.0,0,100,100,60.0,97.0,2,Low
86,Shining Star Preparatory,Male,,SHS,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,75.03,5.26,-69.77,3,Not sure,Sometimes,10 minutes,Public transport,Good,Average,Arts & Performance,Kofi Annan,High,10,6,B,,,0,0,0.8821428571428572,2,32.116,88.21428571428572,100,,,44.26929392446634,100,50,100,80.0,96.66666666666667,0,Medium
87,Shining Star Preparatory,Male,4,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.66,0.0,-12.66,3,No,No,1hr,Public transport,Poor,Good,Arts & Performance,Kofi Annan,High,60,4,,,,0,0,0.9285714285714286,1,5.064,92.85714285714286,100,0.0,0.0,100.0,0,100,100,60.0,80.0,0,Medium
88,Weweso MA,Female,5B,SHS,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,40.86,4.76,-36.1,2,Yes,Yes,30 minutes,Public transport,Average,Good,Arts & Performance,,Average,30,5,B,,,0,0,0.9249999999999999,1,18.248,92.5,50,-30.0,-30.0,0.0,50,100,100,80.0,90.0,0,Medium
89,Shining Star Preparatory,Female,JHS 2,SHS,0.4,1.0,1.0,0.75,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.45,84.84,33.39,3,Yes,No,60 minutes,Public transport,Poor,Good,Sports,Kofi Annan,High,60,8,,,JHS,0,0,0.8250000000000001,3,61.194,82.5,100,-30.0,0.0,70.0,0,100,100,60.0,80.0,1,High
90,Shining Star Preparatory,Male,JHS 2,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.41,5.96,-46.45,3,No,Yes,5min,Public transport,Poor,Good,Arts & Performance,Kofi Annan,High,5,8,,,JHS,0,0,1.0,0,23.348,100.0,100,0.0,-30.0,70.0,0,100,100,60.0,98.33333333333333,0,Medium
91,Shining Star Preparatory,Male,JHS 1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,71.96,76.02,4.060000000000002,3,Yes,No,30mins,Public transport,Good,Good,Arts & Performance,Kofi Annan,High,30,7,,,JHS,0,0,0.9464285714285714,1,60.004,94.64285714285714,100,-30.0,0.0,70.0,100,100,100,100.0,90.0,2,Low
92,Shining Star Preparatory,Male,4B2,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,0.75,51.52,7.64,-43.88,2,No,Yes,5 minutes,Walking,Average,Good,Arts & Performance,Kofi Annan,Average,5,4,B,2.0,,0,0,0.8964285714285715,1,23.664000000000005,89.64285714285715,50,0.0,-30.0,20.0,50,100,100,80.0,98.33333333333333,0,Medium
93,Weweso MA,Female,JHS 1,Tertiary,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.6,0.75,1.0,0.0,0.75,61.12,46.01,-15.11,2,Not sure,Sometimes,1 Minutes,Walking,Poor,Average,Sports,,Average,1,7,,,JHS,0,0,0.7785714285714286,2,42.852000000000004,77.85714285714286,50,,,44.26929392446634,0,50,100,40.0,99.66666666666667,1,High
94,Shining Star Preparatory,Female,5B,JHS,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,1.0,0.25,0.75,51.46,76.38,24.91999999999999,3,No,Yes,60 minutes,Public transport,Good,Average,Arts & Performance,Kofi Annan,High,60,5,B,,,0,0,0.7714285714285715,3,56.120000000000005,77.14285714285715,100,0.0,-30.0,70.0,100,50,100,80.0,80.0,1,High
95,Weweso MA,Female,JHS 2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6,60.09,78.28,18.19,2,No,Sometimes,5 Minutes,Walking,Good,Poor,Arts & Performance,,Average,5,8,,,JHS,0,0,0.9142857142857143,1,58.986,91.42857142857143,50,0.0,,44.26929392446634,100,0,100,60.0,98.33333333333333,2,Low
96,Shining Star Preparatory,Male,7B3,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.28,81.41,29.13,2,No,Yes,6 minutes,Walking,Average,Average,Arts & Performance,Kofi Annan,Average,6,7,B,3.0,,0,0,1.0,0,59.302,100.0,50,0.0,-30.0,20.0,50,50,100,60.0,98.0,2,Low
97,Weweso MA,Male,5B,Tertiary,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.8,51.8,3.86,-47.94,2,Yes,Yes,45 minutes,Private transport,Good,Good,Academic/Clubs,,Average,45,5,B,,,0,0,0.8571428571428571,1,22.264,85.71428571428571,50,-30.0,-30.0,0.0,100,100,100,100.0,85.0,0,Medium
98,Shining Star Preparatory,Male,6A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,53.71,4.54,-49.17,2,No,Yes,30 minutes,Public transport,Poor,Good,Academic/Clubs,Kofi Annan,Average,30,6,A,,,0,0,0.9857142857142858,0,23.3,98.57142857142858,50,0.0,-30.0,20.0,0,100,100,60.0,90.0,0,Medium
99,Shining Star Preparatory,Male,7B3,Tertiary,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,45.79,3.94,-41.85,3,Yes,Sometimes,55 minutes,Public transport,Average,Good,Arts & Performance,Kofi Annan,High,55,7,B,3.0,,0,0,0.8892857142857142,2,19.892,88.92857142857142,100,-30.0,,44.26929392446634,50,100,100,80.0,81.66666666666667,0,Medium
100,Weweso MA,Male,JHS 2,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,69.98,62.91,-7.070000000000007,2,Not sure,Sometimes,30min,Walking,Poor,Good,Arts & Performance,,Average,30,8,,,JHS,0,0,0.9571428571428572,0,53.156000000000006,95.71428571428572,50,,,44.26929392446634,0,100,100,60.0,90.0,2,Low
101,Shining Star Preparatory,Male,5B,JHS,0.6,1.0,0.8,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,56.97,57.48,0.509999999999998,2,Not sure,Yes,45 minutes,Private transport,Good,Average,Arts & Performance,Kofi Annan,Average,45,5,B,,,0,0,0.9285714285714286,0,45.882,92.85714285714286,50,,-30.0,44.26929392446634,100,50,100,80.0,85.0,2,Low
102,Shining Star Preparatory,Female,6B2,Tertiary,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,0.8,0.0,52.98,57.7,4.720000000000006,3,Yes,Sometimes,30mins,Public transport,Average,Good,Arts & Performance,Kofi Annan,High,30,6,B,2.0,,0,0,0.7928571428571429,2,45.21600000000001,79.28571428571429,100,-30.0,,44.26929392446634,50,100,100,80.0,90.0,1,High
103,Shining Star Preparatory,Female,6,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,51.3,76.87,25.57000000000001,2,Not sure,No,30mins,Public transport,Good,Good,Arts & Performance,Kofi Annan,Average,30,6,,,,0,0,0.7999999999999999,3,56.382000000000005,80.0,50,,0.0,44.26929392446634,100,100,100,100.0,90.0,2,Low
104,Shining Star Preparatory,Male,6B2,SHS,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,52.55,7.74,-44.81,3,Not sure,No,7min,Walking,Average,Average,,Kofi Annan,High,7,6,B,2.0,,0,0,0.8714285714285713,2,24.116,87.14285714285714,100,,0.0,44.26929392446634,50,50,0,40.0,97.66666666666667,1,High
105,Shining Star Preparatory,Male,JHS 1,SHS,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,53.07,95.89,42.82,2,Not sure,No,30 minutes,Walking,Good,Good,Academic/Clubs,Kofi Annan,Average,30,7,,,JHS,0,0,0.9428571428571428,1,68.148,94.28571428571428,50,,0.0,44.26929392446634,100,100,100,100.0,90.0,2,Low
106,Ayeduase RC,Female,5B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.75,51.26,3.33,-47.93,2,No,Yes,10 minutes,Walking,Average,Good,Arts & Performance,,Average,10,5,B,2.0,,0,0,0.9249999999999999,1,21.836000000000002,92.5,50,0.0,-30.0,20.0,50,100,100,80.0,96.66666666666667,0,Medium
107,Weweso MA,Male,JHS 2,Tertiary,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,35.18,58.38,23.2,3,Not sure,Sometimes,30 minutes,Walking,Good,Average,Academic/Clubs,,High,30,8,,,JHS,0,0,0.8857142857142856,2,42.06400000000001,88.57142857142856,100,,,44.26929392446634,100,50,100,80.0,90.0,2,Low
108,Shining Star Preparatory,Male,JHS 1B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,40.71,6.53,-34.18,1,No,No,3 minutes,Walking,Good,Poor,Arts & Performance,Kofi Annan,Low,3,7,B,2.0,JHS,0,0,0.8857142857142858,2,18.896,88.57142857142858,0,0.0,0.0,0.0,100,0,100,60.0,99.0,0,Medium
109,Shining Star Preparatory,Female,7B3,SHS,0.2,0.2,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.09,72.11,20.02,2,Yes,Sometimes,60min,Private transport,Good,Poor,Academic/Clubs,Kofi Annan,Average,60,7,B,3.0,,0,0,0.8571428571428571,2,53.684000000000005,85.71428571428571,50,-30.0,,44.26929392446634,100,0,100,60.0,80.0,1,High
110,Weweso MA,Female,5,Tertiary,1.0,1.0,0.6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.25,1.0,51.02,7.18,-43.84,3,No,No,50 minutes,Private transport,Good,Average,Academic/Clubs,,High,50,5,,,,0,0,0.8321428571428572,2,23.28,83.21428571428572,100,0.0,0.0,100.0,100,50,100,80.0,83.33333333333333,1,High
111,Ayeduase RC,Male,4B1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,0.75,55.91,4.78,-51.13,2,Yes,No,30 minutes,Private transport,Average,Good,Arts & Performance,,Average,30,4,B,1.0,,0,0,0.8821428571428571,2,24.276,88.21428571428571,50,-30.0,0.0,20.0,50,100,100,80.0,90.0,0,Medium
112,Shining Star Preparatory,Male,7B1,Tertiary,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,52.09,64.43,12.34,1,No,Yes,6 minutes,Walking,Good,Good,Arts & Performance,Kofi Annan,Low,6,7,B,1.0,,0,0,0.8571428571428571,2,49.07600000000001,85.71428571428571,0,0.0,-30.0,0.0,100,100,100,100.0,98.0,2,Low
113,Weweso MA,Male,5A,Tertiary,1.0,1.0,1.0,1.0,0.25,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,51.38,93.37,41.99,3,Yes,Yes,15 minutes,Public transport,Poor,Good,Sports,,High,15,5,A,,,0,0,0.9035714285714286,1,66.298,90.35714285714286,100,-30.0,-30.0,40.0,0,100,100,60.0,95.0,2,Low
114,Shining Star Preparatory,Male,5B,SHS,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,48.5,50.08,1.579999999999998,2,Yes,Sometimes,25 minutes,Public transport,Average,Poor,Arts & Performance,Kofi Annan,Average,25,5,B,,,0,0,0.9535714285714285,0,39.748000000000005,95.35714285714285,50,-30.0,,44.26929392446634,50,0,100,40.0,91.66666666666667,2,Low
115,Ayeduase RC,Male,6B2,Tertiary,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,51.21,1.52,-49.69,2,Yes,Yes,25 minutes,Public transport,Good,Average,Arts & Performance,,Average,25,6,B,2.0,,0,0,0.8714285714285713,2,21.092000000000002,87.14285714285714,50,-30.0,-30.0,0.0,100,50,100,80.0,91.66666666666667,0,Medium
116,Weweso MA,Female,4A,JHS,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.25,1.0,70.84,3.47,-67.37,3,No,Yes,1 hour,Private transport,Good,Average,Arts & Performance,,High,60,4,A,,,0,0,0.6464285714285715,5,29.724000000000004,64.64285714285715,100,0.0,-30.0,70.0,100,50,100,80.0,80.0,1,High
117,Weweso MA,Female,4B1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,52.36,4.5,-47.86,2,Not sure,No,10min,Walking,Good,Good,Academic/Clubs,,Average,10,4,B,1.0,,0,0,0.9714285714285715,0,22.744000000000003,97.14285714285715,50,,0.0,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
118,Weweso MA,Female,7B3,JHS,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,53.01,90.71,37.7,3,No,Yes,20 minutes,Public transport,Good,Average,Arts & Performance,,High,20,7,B,3.0,,0,0,0.8892857142857142,2,65.028,88.92857142857142,100,0.0,-30.0,70.0,100,50,100,80.0,93.33333333333333,2,Low
119,Weweso MA,Female,4,Tertiary,0.4,1.0,1.0,1.0,0.8,1.0,0.2,1.0,0.0,1.0,1.0,1.0,0.6,0.6,51.06,4.22,-46.84,2,No,Sometimes,3min,Private transport,Good,Poor,Academic/Clubs,,Average,3,4,,,,0,0,0.7571428571428571,3,22.112000000000002,75.71428571428571,50,0.0,,44.26929392446634,100,0,100,60.0,99.0,1,High
120,Weweso MA,Female,6B2,Tertiary,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.2,0.75,63.73,66.06,2.330000000000005,3,No,No,30 minutes,Walking,Average,Average,Sports,,High,30,6,B,2.0,,0,0,0.8142857142857142,3,52.382000000000005,81.42857142857142,100,0.0,0.0,100.0,50,50,100,60.0,90.0,1,High
121,Ayeduase RC,Female,5B2,SHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.95,99.05,47.09999999999999,2,Not sure,No,60 minutes,Public transport,Good,Good,Arts & Performance,,Average,60,5,B,2.0,,0,0,0.8714285714285713,2,69.82000000000001,87.14285714285714,50,,0.0,44.26929392446634,100,100,100,100.0,80.0,2,Low
122,Weweso MA,Male,6A,SHS,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,51.97,5.16,-46.81,2,Not sure,No,60min,Private transport,Poor,Good,Academic/Clubs,,Average,60,6,A,,,0,0,0.9321428571428572,1,22.852,93.21428571428572,50,,0.0,44.26929392446634,0,100,100,60.0,80.0,0,Medium
123,Shining Star Preparatory,Male,4,Tertiary,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,59.72,70.3,10.58,2,Yes,Yes,5min,Private transport,Poor,Average,Academic/Clubs,Kofi Annan,Average,5,4,,,,0,0,0.9249999999999999,1,54.124,92.5,50,-30.0,-30.0,0.0,0,50,100,40.0,98.33333333333333,2,Low
124,Shining Star Preparatory,Male,7B3,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,52.29,72.1,19.81,2,Yes,Sometimes,30 minutes,Walking,Poor,Good,Sports,Kofi Annan,Average,30,7,B,3.0,,0,0,0.9285714285714286,1,53.718,92.85714285714286,50,-30.0,,44.26929392446634,0,100,100,60.0,90.0,2,Low
125,Weweso MA,Female,5B1,SHS,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.0,52.03,3.44,-48.59,3,Not sure,No,5 Minutes,Private transport,Good,Good,Arts & Performance,,High,5,5,B,1.0,,0,0,0.8499999999999999,1,22.188000000000002,84.99999999999999,100,,0.0,44.26929392446634,100,100,100,100.0,98.33333333333333,0,Medium
126,Shining Star Preparatory,Female,5B1,Tertiary,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,52.69,8.62,-44.07,3,No,No,30 minutes,Public transport,Good,Average,Sports,Kofi Annan,High,30,5,B,1.0,,0,0,0.8535714285714285,2,24.524,85.35714285714285,100,0.0,0.0,100.0,100,50,100,80.0,90.0,0,Medium
127,Ayeduase RC,Female,7B3,Tertiary,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8,1.0,1.0,52.84,3.93,-48.91,3,No,Sometimes,30min,Public transport,Average,Good,Sports,,High,30,7,B,3.0,,0,0,0.8964285714285715,1,22.708000000000002,89.64285714285715,100,0.0,,44.26929392446634,50,100,100,80.0,90.0,0,Medium
128,Shining Star Preparatory,Female,4,JHS,1.0,1.0,0.6,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.68,80.9,28.22000000000001,3,Not sure,No,1 hour,Walking,Poor,Good,Arts & Performance,Kofi Annan,High,60,4,,,,0,0,0.8964285714285715,1,59.07600000000001,89.64285714285715,100,,0.0,44.26929392446634,0,100,100,60.0,80.0,2,Low
129,Shining Star Preparatory,Male,6A,SHS,0.6,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6,0.75,55.93,50.82,-5.109999999999999,3,No,Sometimes,180min,Walking,Average,Average,Sports,Kofi Annan,High,180,6,A,,,1,1,0.7821428571428571,2,42.7,78.21428571428571,100,0.0,,44.26929392446634,50,50,100,60.0,0.0,1,High
130,Ayeduase RC,Male,4,SHS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4,0.75,51.86,71.31,19.45,2,No,No,20 minutes,Walking,Good,Good,Academic/Clubs,,Average,20,4,,,,0,0,0.8678571428571429,2,53.158,86.78571428571429,50,0.0,0.0,50.0,100,100,100,100.0,93.33333333333333,2,Low
